2023-05-25	99	OBSERVE	09:29:01	16:00:01
2023-05-26	99	OBSERVE	09:29:01	16:00:01
2023-05-30	-7	SELL	09:29:01	16:00:01
2023-05-31	-6	SELL	09:29:01	16:00:01
2023-06-01	-5	SELL	09:29:01	16:00:01
2023-06-05	-4	SELL	09:29:01	16:00:01
2023-06-06	-3	SELL	09:29:01	16:00:01
2023-06-07	-2	SELL	09:29:01	16:00:01
2023-06-08	-1	SELL	09:29:01	16:00:01
2023-06-09	0	BUY	09:29:01	16:00:01
2023-06-12	1	BUY	09:29:01	16:00:01
2023-06-13	2	BUY	09:29:01	16:00:01
2023-06-14	3	BUY	09:29:01	16:00:01
2023-06-15	4	BUY	09:29:01	16:00:01
2023-06-16	99	OBSERVE	09:29:01	16:00:01
2023-06-20	99	OBSERVE	09:29:01	16:00:01
2023-06-21	99	OBSERVE	09:29:01	16:00:01
2023-06-22	99	OBSERVE	09:29:01	16:00:01
2023-06-23	99	OBSERVE	09:29:01	16:00:01
2023-06-26	-7	SELL	09:29:01	11:55:40
2023-07-03	-6	SELL	09:29:01	15:55:40
2023-07-05	-5	SELL	09:29:01	16:00:01
2023-07-06	-4	SELL	09:29:01	16:00:01
2023-07-07	-3	SELL	09:29:01	16:00:01
2023-07-10	-2	SELL	09:29:01	16:00:01
2023-07-11	-1	SELL	09:29:01	16:00:01
2023-07-12	0	BUY	09:29:01	16:00:01
2023-07-13	1	BUY	09:29:01	16:00:01
2023-07-14	2	BUY	09:29:01	16:00:01
2023-07-17	3	BUY	09:29:01	16:00:01
2023-07-18	4	BUY	09:29:01	16:00:01
2023-07-19	99	OBSERVE	09:29:01	16:00:01
2023-07-20	99	OBSERVE	09:29:01	16:00:01
2023-07-21	99	OBSERVE	09:29:01	16:00:01
2023-07-24	99	OBSERVE	09:29:01	16:00:01
2023-07-25	99	OBSERVE	09:29:01	16:00:01
2023-07-26	99	OBSERVE	09:29:01	13:03:20
2023-07-27	99	OBSERVE	09:29:01	16:00:01
2023-07-28	99	OBSERVE	09:29:01	16:00:01
2023-07-31	-7	SELL	09:29:01	16:00:01
2023-08-01	-6	SELL	09:29:01	16:00:01
2023-08-02	-5	SELL	09:29:01	16:00:01
2023-08-03	-4	SELL	09:29:01	16:00:01
2023-08-04	-3	SELL	09:29:01	16:00:01
2023-08-08	-2	SELL	09:29:01	16:00:01
2023-08-09	-1	SELL	09:29:01	16:00:01
2023-08-10	0	BUY	09:29:01	16:00:01
2023-08-11	1	BUY	09:29:01	16:00:01
2023-08-14	2	BUY	09:29:01	16:00:01
2023-08-15	3	BUY	09:29:01	16:00:01
2023-08-16	4	BUY	09:29:01	16:00:01
2023-08-17	99	OBSERVE	09:29:01	16:00:01
2023-08-18	99	OBSERVE	09:29:01	16:00:01
2023-08-21	99	OBSERVE	09:29:01	16:00:01
2023-08-22	99	OBSERVE	09:29:01	16:00:01
2023-08-23	99	OBSERVE	09:29:01	16:00:01
2023-08-24	99	OBSERVE	09:29:01	16:00:01
2023-08-25	99	OBSERVE	09:29:01	16:00:01
2023-08-28	99	OBSERVE	09:29:01	16:00:01
2023-08-29	-7	SELL	09:29:01	16:00:01
2023-08-30	-6	SELL	09:29:01	16:00:01
2023-08-31	-5	SELL	09:29:01	16:00:01
2023-09-01	-4	SELL	09:29:01	16:00:01
2023-09-05	-3	SELL	09:29:01	16:00:01
2023-09-06	-2	SELL	09:29:01	16:00:01
2023-09-07	-1	SELL	09:29:01	16:00:01
2023-09-08	0	BUY	09:29:01	16:00:01
2023-09-11	1	BUY	09:29:01	16:00:01
2023-09-12	2	BUY	09:29:01	16:00:01
2023-09-13	3	BUY	09:29:01	16:00:01
2023-09-14	4	BUY	09:29:01	16:00:01
2023-09-15	99	OBSERVE	09:29:01	16:00:01
2023-09-18	99	OBSERVE	09:29:01	16:00:01
2023-09-19	99	OBSERVE	09:29:01	16:00:01
2023-09-20	99	OBSERVE	09:29:01	16:00:01
2023-09-21	99	OBSERVE	09:29:01	16:00:01
2023-09-22	99	OBSERVE	09:29:01	16:00:01
